MC-ID NO.,Street Name,Location,Village Name,Area,County
,Rivera Road,Sumter - Unit 2,Rio Grande,1,Sumter
,Riverdale Road,Sumter - Unit 33,Glenbrook,3,Sumter
,Riverton Road,Sumter - Unit 610 (Villa Natchez),Polo Ridge,3,Sumter
,Roanoke Street,Sumter - Unit 41,Belle Aire,3,Sumter
,Roanoke Street,Sumter - Unit 612 (Villa Alexandria),Belle Aire,3,Sumter
,Robbins Road,VOWL - Unit 47,Newell,14,Lake
,Robbs Road,VOF - Unit 625 (Mockingbird Villas),Fenney,12,Sumter
,Robert Road,VOSO - Unit 56,St. Catherine,13,Sumter
,Robertson Way,Sumter - Unit 966 (Antrim Dells),Collier @ Antrim Dells,10,Sumter
,Robin Court,Sumter - Unit 700 (Audrey Villas),Amelia,6,Sumter
,Robison Road,VOSO - Unit 724 (Kate Villas),Marsh Bend,12,Sumter
,Robles Avenue,Sumter - Unit 698 (Villa La Paloma),Palo Alto,1,Sumter
,Rocha Lane,Sumter - Unit 23,Santo Domingo,2,Sumter
,Rock Hill Lane,Sumter - Unit 124,Largo,6,Sumter
,Rockingham Road,Sumter - Unit 188 (Hyde Park),Charlotte,10,Sumter
,Rockledge Road,VOSO - Unit 83 (Brett Villas),Hawkins,13,Sumter
,Rockville Place,Sumter - Unit 671 (Carlton Villas),Sabal Chase,6,Sumter
,Rodriguez Lane,VOSO - Unit 73 (Reese Villas),Citrus Grove,13,Sumter
,Rogers Road,VOF - Unit 621 (Live Oak Villas),Desoto,12,Sumter
,Rohan Road,Sumter - Unit 833 (Oxford Oaks),Oxford Oaks,Oxford Oaks,Sumter
,Rojas Place,Sumter - Unit 9,Hacienda,1,Sumter
SE 177TH,Roleson Lane,Marion - Unit 216 (Villas Of Chadwick),Piedmont,4,Marion
,Rolling Oak Avenue,Sumter - Unit 163,Buttonwood,8,Sumter
,Roma Road,Sumter - Unit 833 (Oxford Oaks),Oxford Oaks,Oxford Oaks,Sumter
,Rosa Path,Sumter - Unit 971 (Haciendas Of Mission Hills),Bridgeport @ Mission Hills,9,Sumter
,Rosales Road,Sumter - Unit 603 (Villa Del Canto),Alhambra,2,Sumter
,Rosario Road,Sumter - Unit 16,Tierra Del Sol,1,Sumter
,Rose Arbor Street,Sumter - Unit 954 (Marianna Villas),Collier,10,Sumter
,Rose Croft Terrace,Sumter - Unit 644 (Arlington Villas),Belvedere,5,Sumter
,Rose Lane,Lake - Unit 8,Country Club,LL,Lake
,Roseapple Avenue,Lake - Unit 3,Silver Lake,LC,Lake
,Roseapple Avenue,Lake - Unit 5,Silver Lake,LL,Lake
,Rosebriar Lane,Sumter - Unit 953 (Sharon Villas),Gilchrist,9,Sumter
,Rosebury Loop,Sumter - Unit 70,Winifred,5,Sumter
,Rosedale Way,Sumter - Unit 702 (Rosedale Villas),Duval,7,Sumter
,Rosella Place,Sumter - Unit 643 (Latrobe Villas),Winifred,5,Sumter
,Rosemont Loop,VOWL - Unit 78,Dabney,14,Lake
,Rosenow Road,VOSO - Unit 27 (Marsh Bend Verandas North),Marsh Bend,12,Sumter
,Rosewell Place,Sumter - Unit 80,Belvedere,5,Sumter
SE 82ND,Roslyn Court,Marion - Unit 217 (Villas Of Waverly),Piedmont,4,Marion
,Rostas Way,VOSO - Unit 31,DeLuna,12,Sumter
,Roswell Road,Sumter - Unit 35,Polo Ridge,3,Sumter
SE 89TH,Rothway Court,Marion - Unit 44,Piedmont,4,Marion
,Roudell Way,VOSO - Unit 55,St. Catherine,13,Sumter
,Roudell Way,VOSO - Unit 56,St. Catherine,13,Sumter
,Rowan Way,VOSO - Unit 75,Cason Hammock,13,Sumter
,Rowe Place,VOF - Unit 619 (Lantana Villas),Desoto,12,Sumter
,Rowell Street,VOWL - Unit 60,Lake Denham,14,Lake
,Rowesville Lane,Sumter - Unit 669 (Emmalee Villas),Mallory Square,6,Sumter
SE 174TH,Rowland Street,Marion - Unit 221 (Villas Of Bromley),Chatham,4,Marion
,Rowlette Loop,VOWL - Unit 41,Newell,14,Lake
,Royal Elm Road,Sumter - Unit 163,Buttonwood,8,Sumter
,Royal Palm Avenue,Lake - Unit 3,Silver Lake,LC,Lake
,Royal Palm Avenue,Lake - Unit 3.1B,Silver Lake,LC,Lake
SE 70TH,Royal Pine Court,Marion - Unit 62,Chatham,4,Marion
,Roz Way,Sumter - Unit 833 (Oxford Oaks),Oxford Oaks,Oxford Oaks,Sumter
,Ruby Road,Sumter - Unit 107,Virginia Trace,6,Sumter
,Rugby Way,Sumter - Unit 34,Polo Ridge,3,Sumter
,Ruhlman Loop,VOWL - Unit 69 (Lake Denham Verandas East),Lake Denham,14,Lake
,Ruiz Court,Sumter - Unit 22,Santo Domingo,2,Sumter
,Russell Loop,Sumter - Unit 105,Bridgeport @ Lake Sumter,6,Sumter
,Ruthie Road,VOSO - Unit 46,Bradford,13,Sumter
,Rutland Avenue,VOF - Unit 9 (Garden Verandas),Fenney,12,Sumter
SE 170TH,Rutledge Street,Marion - Unit 65,Calumet Grove,4,Marion
,Ryan Road,VOSO - Unit 725 (Ryan Villas),Marsh Bend,12,Sumter
,Sabal Palm Avenue,VOF - Unit 614 (Sand Pine Villas),Fenney,12,Sumter
,Saddlebrook Circle,Sumter - Unit 679 (Glen Hollow Farms),N/A,SC,Sumter
,Saddlebrook Lane,Saddlebrook Club,N/A,3,Sumter
,Sadie Avenue,VOWL - Unit 54 (Sadie Villas),Newell,14,Lake
SE 176TH,Saffold Street,Marion - Unit 48,Springdale,4,Marion
,Saffron Lane,Sumter - Unit 134,Hadley,7,Sumter
,Saffron Lane,Sumter - Unit 713 (Hillcrest Villas),Hadley,7,Sumter
,Sag Harbor Way,Sumter - Unit 88,Lynnhaven,5,Sumter
,Sagamore Street,Sumter - Unit 818 (Jacaranda Villas),Pennecamp,8,Sumter
,Sage Street,VOWL - Unit 73,Dabney,14,Lake
,Sagecrest Court,Sumter - Unit 806 (Azalea Villas),Pennecamp,8,Sumter
,Saginaw Avenue,Sumter - Unit 230,Collier,10,Sumter
,Salamanca Street,Sumter - Unit 605 (Villa La Crescenta),Santiago,2,Sumter
,Salas Place,Sumter - Unit 20,Santo Domingo,2,Sumter
,Saldivar Road,Sumter - Unit 20,Santo Domingo,2,Sumter
,Salem Place,Sumter - Unit 75,Bonnybrook,5,Sumter
,Salerno Lane,Lake - Unit 26,Pine Ridge,11,Lake
,Salido Avenue,Sumter - Unit 20,Santo Domingo,2,Sumter
,Salinas Avenue,Sumter - Unit 13,Palo Alto,1,Sumter
,Salley Avenue,Sumter - Unit 115,Mallory Square,6,Sumter
,Salmon Brook Lane,Sumter - Unit 141,Bonita,7,Sumter
,Salmon Way,Sumter - Unit 167,Pennecamp,8,Sumter
,Saluda Street,Sumter - Unit 87,Lynnhaven,5,Sumter
,Samantha Court,VOSO - Unit 124 (DeLuna Verandas South),DeLuna,13,Sumter
,Samuel Street,VOSO - Unit 723 (Samuel Villas),Marsh Bend,12,Sumter
,San Antonio Lane,Sumter - Unit 8,Hacienda,1,Sumter
,San Benito Lane,Sumter - Unit 691 (Villa De Laguna West),Rio Grande,1,Sumter
,San Bernadino Way,Sumter - Unit 9,Hacienda,1,Sumter
,San Bernardo Road,Sumter - Unit 606 (Villa San Leandro),Santiago,2,Sumter
,San Carlos Court,Lake - Unit 80 (Courtyard Villas),El Cortez,LL,Lake
,San Clemente Court,Sumter - Unit 9,Hacienda,1,Sumter
,San Diego Street,Sumter - Unit 10,Rio Ranchero,1,Sumter
,San Felipe Lane,Lake - Unit 23,La Zamora,LL,Lake
,San Fernando Drive,Sumter - Unit 8,Hacienda,1,Sumter
,San Gabriel Street,Sumter - Unit 696 (Villa Tierra Grande),Palo Alto,1,Sumter
,San Jose Place,Sumter - Unit 4,Rio Ponderosa,1,Sumter
,San Juan Drive,Sumter - Unit 9,Hacienda,1,Sumter
,San Leonardo Way,Sumter - Unit 13,Palo Alto,1,Sumter
,San Lorenzo Court,Lake - Unit 17B,Mira Mesa,LL,Lake
,San Luis Lane,Sumter - Unit 17,Tierra Del Sol,1,Sumter
,San Maria Street,Sumter - Unit 1,Rio Grande,1,Sumter
,San Marino Drive,Sumter - Unit 14,De La Vista,1,Sumter
,San Marino Drive,Sumter - Unit 13,Palo Alto,1,Sumter
,San Marino Drive,Sumter - Unit 4,Rio Ponderosa,1,Sumter
,San Meteo Avenue,Sumter - Unit 4,Rio Ponderosa,1,Sumter
,San Pedro Drive,Sumter - Unit 1,Rio Grande,1,Sumter
,San Pedro Drive,Sumter - Unit 4,Rio Ponderosa,1,Sumter
,San Remo Lane,Lake - Unit 17A,Mira Mesa,LL,Lake
,San Remo Lane,Lake - Unit 17B,Mira Mesa,LL,Lake
,San Saba Court,Sumter - Unit 691 (Villa De Laguna West),Rio Grande,1,Sumter
,San Salvador Drive,Sumter - Unit 13,Palo Alto,1,Sumter
,Sanborn Street,VOSO - Unit 722 (Patricia Villas),McClure,12,Sumter
,Sanchez Court,Sumter - Unit 4,Rio Ponderosa,1,Sumter
,Sand Pine Terrace,VOF - Unit 614 (Sand Pine Villas),Fenney,12,Sumter
,Sandalwood Place,Sumter - Unit 963 (Melbourne Villas),Collier,10,Sumter
,Sander Street,VOSO - Unit 44,Chitty Chatty,13,Sumter
,Sanderling Street,Sumter - Unit 99,Poinciana,5,Sumter
,Sandhill Court,Sumter - Unit 706 (Sandhill Villas),Duval,7,Sumter
,Sandpiper Way,Sumter - Unit 802 (Edgewater Bungalows),Bridgeport @ Creekside Landing,6,Sumter
,Sandra Street,VOSO - Unit 137 (Piper Villas),DeLuna,13,Sumter
,Sandy Lane,Sumter - Unit 34,Polo Ridge,3,Sumter
,Sanford Street,VOSO - Unit 89 (Elise Villas),Hawkins,13,Sumter
,Sanibel Court,Sumter - Unit 41,Belle Aire,3,Sumter
,Sansores Street,Sumter - Unit 20,Santo Domingo,2,Sumter
,Santa Anna Lane,Sumter - Unit 685 (Villa De Laguna),Rio Grande,1,Sumter
,Santa Barbara Blvd.,Spanish Plaines,N/A,SC,Sumter
,Santa Clara Circle,Sumter - Unit 4,Rio Ponderosa,1,Sumter
,Santa Cruz Drive,Sumter - Unit 606 (Villa San Leandro),Santiago,2,Sumter
,Santa Fe Street,Sumter - Unit 35,Polo Ridge,3,Sumter
,Santa Maria Avenue,Sumter - Unit 685 (Villa De Laguna),Rio Grande,1,Sumter
,Santa Rita Way,Lake - Unit 24,Valle Verde,LL,Lake
,Santa Rosa Court,Sumter - Unit 685 (Villa De Laguna),Rio Grande,1,Sumter
,Santana Way,Sumter - Unit 17,Tierra Del Sol,1,Sumter
SE 172ND,Santee Place,Marion - Unit 49,Woodbury,4,Marion
,Santiago Court,Lake - Unit 15,Del Mar,LL,Lake
,Santo Domingo Drive,Sumter - Unit 23,Santo Domingo,2,Sumter
,Santos Place,Lake - Unit 15,Del Mar,LL,Lake
,Sanwald Street,VOSO - Unit 29,Marsh Bend,12,Sumter
SE 85TH,Sapelo Court,Marion - Unit 54,Briar Meadow,4,Marion
,Sapphire Place,Sumter - Unit 942 (Amber Villas),Charlotte,9,Sumter
,Sara Street,VOWL - Unit 59 (Will Villas),Lake Denham,14,Lake
,Sarakinis Path,VOSO - Unit 36,Monarch Grove,12,Sumter
,Sarakinis Path,VOSO - Unit 38,Monarch Grove,12,Sumter
,Saranac Place,VOSO - Unit 81 (Camdyn Villas),Hawkins,13,Sumter
,Sarasota Street,Pinellas Plaza,N/A,SC,Sumter
,Sassafras Court,Sumter - Unit 182,Charlotte,9,Sumter
,Sassparilla Way,Sumter - Unit 152,St. James,8,Sumter
,Satinwood Path,Sumter - Unit 234,Lake Deaton,10,Sumter
,Saul Street,VOSO - Unit 56,St. Catherine,13,Sumter
,Sawgrass Court,Sumter - Unit 824 (Sawgrass Villas),St. James,8,Sumter
,Saxon Court,Sumter - Unit 125,Caroline,6,Sumter
,Saybrook Way,Sumter - Unit 71,Winifred,5,Sumter
,Sayle Street,Sumter - Unit 106,Virginia Trace,6,Sumter
,Scarboro Court,Sumter - Unit 70,Winifred,5,Sumter
,Scardino Street,VOSO - Unit 737 (Glenda Villas),Monarch Grove,12,Sumter
,Schaeffer Terrace,VOSO - Unit 48,St. Catherine,13,Sumter
,Schau Street,VOSO - Unit 740 (Cliff Villas),Monarch Grove,12,Sumter
,Schmid Lane,Flagler Plaza,N/A,SC,Sumter
,Schoenacher Street,Lake - Unit 105 (Leo Villas),Pine Ridge,11,Lake
,Schoenfeldt Street,Sumter - Unit 966 (Antrim Dells),Collier @ Antrim Dells,10,Sumter
,Schroeder Circle,VOWL - Unit 48,Newell,14,Lake
,Schulz Way,VOSO - Unit 719 (Carla Villas),McClure,12,Sumter
,Scotch Pine Way,Sumter - Unit 146,Duval,7,Sumter
,Scotia Street,Sumter - Unit 114,Caroline,6,Sumter
,Scott Street,Sumter - Unit 105,Bridgeport @ Lake Sumter,6,Sumter
,Scranton Terrace,Sumter - Unit 126,Mallory Square,6,Sumter
,Sea Grapes Way,VOF - Unit 4,Fenney,12,Sumter
,Sea Oats Lane,VOF - Unit 614 (Sand Pine Villas),Fenney,12,Sumter
SE 74TH,Seabrook Court,Marion - Unit 61,Chatham,4,Marion
,Seagull Avenue,Sumter - Unit 802 (Edgewater Bungalows),Bridgeport @ Creekside Landing,6,Sumter
,Seaman Street,VOSO - Unit 46,Bradford,13,Sumter
,Sebastion Avenue,Sumter - Unit 945 (Devon Villas),Charlotte,9,Sumter
,Sebring Street,Sumter - Unit 716 (Keystone Villas),Hadley,7,Sumter
,Sedgefield Terrace,Sumter - Unit 170,Buttonwood,8,Sumter
SE 168TH,Sedgwick Place,Marion - Unit 219 (Quail Ridge Villas),Briar Meadow,4,Marion
,Seebald Street,VOSO - Unit 20,Marsh Bend,12,Sumter
,Segovia Place,Sumter - Unit 30,Santiago,2,Sumter
,Sellers Court,Sumter - Unit 669 (Emmalee Villas),Mallory Square,6,Sumter
,Sembler Way,Colony Plaza,N/A,SC,Sumter
,Sembler Way,Colony Professional Plaza,N/A,SC,Sumter
,Semmes Street,VOSO - Unit 106,Richmond,13,Sumter
,Seneca Avenue,Sumter - Unit 708 (Seneca Villas),Hemingway,7,Sumter
,Senn Street,VOF - Unit 11,Fenney,12,Sumter
,Sennett Circle,Sumter - Unit 833 (Oxford Oaks),Oxford Oaks,Oxford Oaks,Sumter
,Sentell Street,VOSO - Unit 117,DeLuna,13,Sumter
,Serwatt Street,VOWL - Unit 46 (Harper Villas),Newell,14,Lake
,Seth Run,VOSO - Unit 57,Citrus Grove,13,Sumter
,Seven Oaks Lane,Sumter - Unit 682 (Oak Bend Villas),Tall Trees,6,Sumter
,Sevilla Place,Lake - Unit 17B,Mira Mesa,LL,Lake
,Seyler Street,VOWL - Unit 44,Newell,14,Lake
,Seymour Avenue,VOSO - Unit 79,Hawkins,13,Sumter
,Shady Hill Court,Sumter - Unit 812 (Crestview Villas),Buttonwood,8,Sumter
,Shady Nook Run,Brownwood,N/A,SC,Sumter
,Shale Trail Loop,Sumter - Unit 217,Hillsborough,10,Sumter
,Shalimar Street,Sumter - Unit 70,Winifred,5,Sumter
,Shamp Street,VOSO - Unit 739 (Chase Villas),Monarch Grove,12,Sumter
,Shanewood Court,Sumter - Unit 826 (Southwood Villas),Tamarind Grove,8,Sumter
,Shannon Loop,VOSO - Unit 117,DeLuna,13,Sumter
,Shari Street,VOSO - Unit 122 (Warnell Villas),DeLuna,13,Sumter
,Sharon Drive,Lake - Unit 4,Silver Lake,LL,Lake
,Sharon Drive,Lake - Unit 5,Silver Lake,LL,Lake
,Sharp Street,VOSO - Unit 78 (Cason Hammock Verandas),Cason Hammock,13,Sumter
,Sharpin Street,VOSO - Unit 47,Bradford,13,Sumter
,Shauna Lane,VOSO - Unit 51,St. Catherine,13,Sumter
,Shaw Street,VOSO - Unit 730 (Tate Gregory Villas),DeLuna,12,Sumter
,Shay Boulevard,Lake - Unit 3,Silver Lake,LC,Lake
,Shealy Avenue,VOSO - Unit 88,Hawkins,13,Sumter
,Sheehan Street,VOSO - Unit 720 (Haven Villas),McClure,12,Sumter
,Shelburne Lane,Sumter - Unit 99,Poinciana,5,Sumter
,Shelby Street,Sumter - Unit 67,Summerhill,3,Sumter
SE 84TH,Sheldon Terrace,Marion - Unit 216 (Villas Of Chadwick),Piedmont,4,Marion
,Shell Point Avenue,Sumter - Unit 126,Mallory Square,6,Sumter
,Shellbark Way,Sumter - Unit 121,Sabal Chase,6,Sumter
,Shelton Street,Lake - Unit 28,Pine Ridge,11,Lake
,Sheppard Way,Sumter - Unit 110,Caroline,6,Sumter
,Sherell Street,VOSO - Unit 70 (Alyssa Villas),Citrus Grove,13,Sumter
,Sherfinski Avenue,VOSO - Unit 121 (Mabel Villas),DeLuna,13,Sumter
SE 177TH,Sherman Street,Marion - Unit 47,Springdale,4,Marion
,Sherwood Street,Sumter - Unit 643 (Latrobe Villas),Winifred,5,Sumter
,Sherwood Street,Sumter - Unit 70,Winifred,5,Sumter
,Shiloh Court,Sumter - Unit 104,Tall Trees,6,Sumter
,Shining Willow Court,Sumter - Unit 163,Buttonwood,8,Sumter
,Shivers Loop,VOWL - Unit 84 (The Enclave at Dabney),Dabney,14,Lake
,Shockoe Circle,VOSO - Unit 105,Richmond,13,Sumter
,Shontelle Street,VOSO - Unit 128 (Noah Villas),DeLuna,13,Sumter
,Shorewood Street,Sumter - Unit 38,Glenbrook,3,Sumter
SE 91ST,Shubrick Court,Marion - Unit 51,Woodbury,4,Marion
,Shumate Court,VOSO - Unit 101 (Wilson Villas),St. Johns,13,Sumter
,Sierra Blanca Court,Lake - Unit 23,La Zamora,LL,Lake
,Silk Tree Terrace,Sumter - Unit 177,Sanibel,9,Sumter
,Silvana Way,VOSO - Unit 136 (Charlee Villas),DeLuna,13,Sumter
,Silvana Way,VOSO - Unit 137 (Piper Villas),DeLuna,13,Sumter
,Silver Oak Avenue,Lake - Unit 3,Silver Lake,LC,Lake
,Silver Oak Avenue,Lake - Unit 3.1B,Silver Lake,LC,Lake
,Silverstreet Way,Sumter - Unit 142,Duval,7,Sumter
SE 177TH,Simons Lane,Marion - Unit 47,Springdale,4,Marion
,Simpson Street,Sumter - Unit 117,Mallory Square,6,Sumter
,Simpsonville Lane,Sumter - Unit 701 (Oleander Villas),Sabal Chase,6,Sumter
,Singh Lane,VOSO - Unit 74,Citrus Grove,13,Sumter
,Sipsey Street,Sumter - Unit 69,Summerhill,3,Sumter
,Siverson Terrace,VOSO - Unit 70 (Alyssa Villas),Citrus Grove,13,Sumter
,Skates Street,VOSO - Unit 75,Cason Hammock,13,Sumter
,Skeen Street,VOWL - Unit 43 (Mason Villas),Newell,14,Lake
,Skinner Street,VOSO - Unit 74,Citrus Grove,13,Sumter
,Skipper Street,VOF - Unit 617 (Honeysuckle Villas),Fenney,12,Sumter
SE 166TH,Smallwood Place,Marion - Unit 65,Calumet Grove,4,Marion
,Smedley Road,VOF - Unit 626 (Palmetto Villas),Hammock at Fenney,12,Sumter
,Smith Place,Sumter - Unit 105,Bridgeport @ Lake Sumter,6,Sumter
,Smithfield Place,Sumter - Unit 76,Belvedere,5,Sumter
,Smoaks Street,Sumter - Unit 681 (Cherry Vale Villas),Tall Trees,6,Sumter
,Smyrna Street,Sumter - Unit 671 (Carlton Villas),Sabal Chase,6,Sumter
,Snell Street,VOF - Unit 620 (Tupelo Villas),Desoto,12,Sumter
,Snelling Avenue,Sumter - Unit 126,Mallory Square,6,Sumter
,Snodgrass Lane,VOSO - Unit 720 (Haven Villas),McClure,12,Sumter
,Socastee Place,Sumter - Unit 194,Osceola Hills,10,Sumter
,Society Hill Circle,Sumter - Unit 115,Mallory Square,6,Sumter
,Soledad Way,Sumter - Unit 7,Hacienda,1,Sumter
,Somerset Avenue,Sumter - Unit 70,Winifred,5,Sumter
,Sonoma Lane,Sumter - Unit 4,Rio Ponderosa,1,Sumter
,Sonora Street,Sumter - Unit 695 (Villa De La Vista West),De La Vista,1,Sumter
,Soper Street,VOSO - Unit 725 (Ryan Villas),Marsh Bend,12,Sumter
,Sothell Street,Sumter - Unit 703 (Crestwood Villas),Duval,7,Sumter
,Soto Place,VOWL - Unit 58 (Olivia Villas),Lake Denham,14,Lake
SE 74TH,Soulliere Avenue,Marion - Unit 233 (Soulliere Villas),Chatham at Soulliere,4,Marion
,Soutar Avenue,Sumter - Unit 833 (Oxford Oaks),Oxford Oaks,Oxford Oaks,Sumter
,South Shore Lane,Sumter - Unit 657 (Lakeshore Cottages),Bridgeport @ Lake Shore Cottages,6,Sumter
,Southern Oak Street,Sumter - Unit 652 (Southern Oak Villas),Lynnhaven,5,Sumter
,Southern Star Way,Sumter - Unit 156,Tamarind Grove,8,Sumter
,Southern Star Way,Sumter - Unit 825 (Southern Star Villas),Tamarind Grove,8,Sumter
,Southern Sun Drive,Sumter - Unit 828 (The Cabanas @ Creekside Landing),Bridgeport @ Creekside Landing,8,Sumter
,Southern Trace,Sumter - Unit 34,Polo Ridge,3,Sumter
,Southern Trace,Sumter - Unit 36,Polo Ridge,3,Sumter
,Southern Trace,Southern Trace Comm. Area,N/A,SC,Sumter
,Southfield Drive,Sumter - Unit 98,Liberty Park,5,Sumter
,Southfield Drive,Sumter - Unit 99,Poinciana,5,Sumter
SE 79TH,Southland Court,Marion - Unit 59,Chatham,4,Marion
,Southport Street,Sumter - Unit 91,Sunset Pointe,5,Sumter
,Southwood Drive,Sumter - Unit 160,Tamarind Grove,8,Sumter
,Southwood Drive,Sumter - Unit 826 (Southwood Villas),Tamarind Grove,8,Sumter
,Spanish Moss Way,VOF - Unit 1,Fenney,12,Sumter
,Spartanburg Way,Sumter - Unit 108,Virginia Trace,6,Sumter
,Spartina Terrace,VOF - Unit 618 (Spartina Villas),Desoto,12,Sumter
,Spencer Avenue,VOWL - Unit 84 (The Enclave at Dabney),Dabney,14,Lake
,Spider Lily Street,VOF - Unit 1,Fenney,12,Sumter
,Spider Lily Street,VOF - Unit 2,Fenney,12,Sumter
,Spitler Court,VOSO - Unit 102,St. Johns,13,Sumter
,Spoonbill Street,VOF - Unit 3,Fenney,12,Sumter
,Spring Arbor Lane,Lake - Unit 78 (Spring Arbor Village),Spring Arbor,LC,Lake
,Spring Avenue,VOWL - Unit 75 (Kierstin Villas),Dabney,14,Lake
,Springdale Path,Sumter - Unit 194,Osceola Hills,10,Sumter
,Springfield Lane,Sumter - Unit 33,Glenbrook,3,Sumter
SE 81ST,Springside Terrace,Marion - Unit 60,Chatham,4,Marion
,Sprowles Terrace,VOSO - Unit 78 (Cason Hammock Verandas),Cason Hammock,13,Sumter
SE 166TH,Sprung Lane,Marion - Unit 232 (Phillips Villas),Woodbury at Phillips,4,Marion
,Spurlock Way,VOSO - Unit 25,Marsh Bend,12,Sumter
,St. Andrews Blvd.,Lake - Unit 11,Country Club,LL,Lake
,St. Andrews Blvd.,Lake - Unit 9,Country Club,LL,Lake
,St. Andrews Blvd.,Lake - Unit 10,Orange Blossom Gardens,LL,Lake
,St. Andrews Circle,Lake - Unit 11,Country Club,LL,Lake
,St. Andrews Court,Lake - Unit 11,Country Club,LL,Lake
,St. Catherine Circle,District 13 Roadway,N/A,SC,Sumter
,St. Charles Place,Villages Of Sumter Throughway,N/A,5,Sumter
,St. Charles Place,Villages Of Sumter Throughway,N/A,8,Sumter
,St. George Avenue,Sumter - Unit 145,Duval,7,Sumter
,St. James Circle,Sumter - Unit 42 (Sunbury Place),Glenbrook,3,Sumter
,St. Michael Lane,Sumter - Unit 34,Polo Ridge,3,Sumter
,St. Stephen Street,Sumter - Unit 194,Osceola Hills,10,Sumter
,St. Thomas Lane,Sumter - Unit 34,Polo Ridge,3,Sumter
,Stacey Place,VOSO - Unit 92 (Hawkins Cottages West),Hawkins,13,Sumter
,Stafford Avenue,Sumter - Unit 653 (Eagle Ridge Villas),Liberty Park,5,Sumter
,Staley Street,VOSO - Unit 96 (Levi Villas),St. Johns,13,Sumter
,Stanford Street,Lake - Unit 34,Pine Hills,11,Lake
,Starr Lane,Sumter - Unit 670 (Katherine Villas),Caroline,6,Sumter
,Startex Street,Sumter - Unit 122,Largo,6,Sumter
,Statesburg Street,Sumter - Unit 678 (Madison Villas),Mallory Square,6,Sumter
,Staunton Street,Sumter - Unit 41-A,Belle Aire,3,Sumter
,Stebbins Lane,Sumter - Unit 139,Hemingway,7,Sumter
,Steele Path,VOSO - Unit 31,DeLuna,12,Sumter
,Stella Street,VOSO - Unit 43,Linden,12,Sumter
,Stenerson Street,VOSO - Unit 732 (Preston Villas),Linden,12,Sumter
,Stephanie Way,VOSO - Unit 139,Hammock at Fenney,13,Sumter
,Stepping Stone Path,Sumter - Unit 212,Gilchrist,9,Sumter
,Sterling Street,Sumter - Unit 39,Glenbrook,3,Sumter
,Sternemann Street,VOSO - Unit 39,Monarch Grove,12,Sumter
,Stetson Street,VOSO - Unit 81 (Camdyn Villas),Hawkins,13,Sumter
,Stewart Loop,Sumter - Unit 833 (Oxford Oaks),Oxford Oaks,Oxford Oaks,Sumter
,Stillwater Trail,Villages Of Sumter Throughway,N/A,SC,Sumter
,Stivender Place,VOSO - Unit 16,McClure,12,Sumter
SE 92ND,Stokes Court,Marion - Unit 232 (Phillips Villas),Woodbury at Phillips,4,Marion
SE 170TH,Stonebrook Lane,Marion - Unit 65,Calumet Grove,4,Marion
,Stony Run,VOSO - Unit 104,Richmond,13,Sumter
,Storms Avenue,VOSO - Unit 43,Linden,12,Sumter
,Stover Place,VOF - Unit 5,Desoto,12,Sumter
,Stradinger Street,Lake - Unit 34,Pine Hills,11,Lake
,Stratford Lane,Sumter - Unit 74,Bonnybrook,5,Sumter
,Straton Way,Sumter - Unit 91,Sunset Pointe,5,Sumter
,Stricklin Street,VOF - Unit 626 (Palmetto Villas),Hammock at Fenney,12,Sumter
,Strong Street,VOSO - Unit 97 (Ruby Villas),St. Johns,13,Sumter
,Struthers Lane,VOSO - Unit 213 (Matthew Villas),Moultrie Creek,15,Sumter
,Stuck Terrace,VOSO - Unit 743 (Julia Villas),Chitty Chatty,13,Sumter
,Stuckey Street,Sumter - Unit 123,Largo,6,Sumter
,Suarez Court,Sumter - Unit 20,Santo Domingo,2,Sumter
,Suber Street,VOF - Unit 9 (Garden Verandas),Fenney,12,Sumter
,Suffield Street,Sumter - Unit 145,Duval,7,Sumter
,Suffolk Street,Sumter - Unit 644 (Arlington Villas),Belvedere,5,Sumter
,Sugar Cane Court,VOF - Unit 3,Fenney,12,Sumter
,Sugar Creek Path,VOWL - Unit 65,Lake Denham,14,Lake
,Sugarberry Lane,VOF - Unit 628 (Sugarberry Villas),Hammock at Fenney,12,Sumter
,Sullivan Street,VOWL - Unit 41,Newell,14,Lake
,Summerchase Loop,Sumter - Unit 634 (Cottages At Summerchase),Belle Aire,3,Sumter
,Summerlin Street,VOSO - Unit 88,Hawkins,13,Sumter
,Summerton Street,Sumter - Unit 676 (Hampton Villas),Sabal Chase,6,Sumter
,Summerville Avenue,Sumter - Unit 142,Duval,7,Sumter
SE 176TH,Summit Street,Marion - Unit 53 (Royal Oak),Springdale,4,Marion
,Sumner Loop,VOSO - Unit 44A,Chitty Chatty,13,Sumter
,Sun Bluff Court,Sumter - Unit 150,St. Charles,8,Sumter
SE 171ST,Sun Valley Place,Marion - Unit 227 (Villas Of Ashleigh),Calumet Grove,4,Marion
,Sunderman Avenue,VOSO - Unit 210,Moultrie Creek,15,Sumter
,Sunflower Street,Sumter - Unit 96,Liberty Park,5,Sumter
SE 94TH,Sunnybrook Circle,Marion - Unit 220 (Villas Of Sunnyside),Woodbury,4,Marion
,Sunset Pointe Blvd.,Sumter - Unit 92,Sunset Pointe,5,Sumter
,Sunset Ridge Drive,Sumter - Unit 94 (Sunset Ridge),Sunset Pointe,5,Sumter
